id,Target
7313399730,0.0
7308035814,0.0
7317063645,0.0
7310376764,0.0
7309848062,0.0
7308652719,0.0
7309810883,0.0
7315292919,0.0
7315244945,0.0
7307466396,0.0
7313413824,0.0
7316238284,0.0
7312276431,0.0
7305280252,0.0
7302883143,0.0
7312758319,0.0
7314518589,0.0
7310683757,0.0
7314954949,0.0
7314371573,0.0
7315702010,0.0
7311290356,0.0
7307673879,0.0
7316198295,0.0
7310285295,0.0
7310041658,0.0
7312308204,0.0
7315385121,0.0
7316312745,0.0
7313844269,0.0
7315403730,0.0
7312811677,0.0
7313414155,0.0
7308508526,0.0
7307331476,0.0
7309941935,0.0
7312743685,0.0
7316189838,0.0
7309693455,0.0
7315510035,0.0
7306583485,0.0
7315276034,0.0
7314004250,0.0
7314593301,0.0
7314743066,0.0
7316805114,0.0
7315084900,0.0
7307413052,0.0
7304379175,0.0
7303332246,0.0
7316075328,0.0
7316506428,0.0
7314307933,0.0
7310628389,0.0
7310897370,0.0
7316560942,0.0
7316850950,0.0
7316449248,0.0
7311763741,0.0
7315535558,0.0
7315091662,0.0
7314623929,0.0
7311347504,0.0
7314761571,0.0
7313012692,0.0
7305910335,0.0
7313048856,0.0
7313237338,0.0
7307234981,0.0
7316772101,0.0
7316995252,0.0
7314903713,0.0
7314651199,0.0
7310333211,0.0
7312358702,0.0
7315710226,0.0
7313546237,0.0
7308093136,0.0
7302835230,0.0
7307360947,0.0
7314987480,0.0
7305140318,0.0
7315008647,0.0
7315695315,0.0
7302216516,0.0
7316849420,0.0
7315979358,0.0
7316792418,0.0
7307261739,0.0
7308033528,0.0
7311676603,0.0
7309801230,0.0
7304225425,0.0
7316585528,0.0
7316107762,0.0
7316031147,0.0
7314213636,0.0
7316710356,0.0
7315183330,0.0
7304118631,0.0
7315998077,0.0
7310799072,0.0
7313384630,0.0
7311518771,0.0
7304262722,0.0
7312283199,0.0
7308257074,0.0
7316265048,0.0
7310519620,0.0
7309924563,0.0
7314638064,0.0
7310570617,0.0
7311485241,0.0
7315338279,0.0
7311705854,0.0
7313805806,0.0
7309366605,0.0
7307246722,0.0
7316331873,0.0
7316707105,0.0
7313983138,0.0
7315281401,0.0
7314663242,0.0
7306775138,0.0
7311533474,0.0
7307064752,0.0
7316431015,0.0
7316667047,0.0
7306935654,0.0
7315342488,0.0
7315231228,0.0
7314624118,0.0
7315354432,0.0
7315853495,0.0
7316043258,0.0
7313056889,0.0
7316162255,0.0
7316203767,0.0
7316254240,0.0
7312399398,0.0
7315145434,0.0
7315004437,0.0
7305625375,0.0
7313914352,0.0
7314514113,0.0
7311337691,0.0
7314538263,0.0
7311850588,0.0
7312509339,0.0
7315013201,0.0
7310034716,0.0
7307348198,0.0
7311534311,0.0
7316889862,0.0
7315684094,0.0
7304533556,0.0
7314928644,0.0
7302157880,0.0
7304129432,0.0
7304159020,0.0
7315082506,0.0
7309443916,0.0
7310227257,0.0
7311679318,0.0
7316495025,0.0
7316368737,0.0
7316735661,0.0
7306093252,0.0
7303256067,0.0
7316465395,0.0
7314542506,0.0
7302109602,0.0
7313343872,0.0
7315354304,0.0
7306639469,0.0
7310688077,0.0
7312023370,0.0
7307266118,0.0
7314830130,0.0
7316878007,0.0
7315336218,0.0
7315368141,0.0
7316542146,0.0
7302516521,0.0
7316593932,0.0
7311420839,0.0
7313069303,0.0
7307680799,0.0
7313287143,0.0
7307169086,0.0
7314415058,0.0
7315010106,0.0
7314002235,0.0
7315993326,0.0
7312989878,0.0
7316851206,0.0
7311506736,0.0
7303164950,0.0
7316927780,0.0
7311676991,0.0
7314490997,0.0
7305468529,0.0
7306823820,0.0
7316521321,0.0
7314683360,0.0
7303004928,0.0
7309683853,0.0
7313572038,0.0
7311974084,0.0
7314684268,0.0
7306364605,0.0
7315085272,0.0
7307083405,0.0
7314403977,0.0
7307285905,0.0
7305693980,0.0
7314187617,0.0
7315111302,0.0
7314586088,0.0
7316360194,0.0
7315527262,0.0
7310749003,0.0
7305203248,0.0
7306983609,0.0
7311504834,0.0
7306507684,0.0
7308201996,0.0
7315172031,0.0
7307705496,0.0
7316774624,0.0
7310539151,0.0
7316878466,0.0
7315272704,0.0
7309886288,0.0
7311784021,0.0
7314830762,0.0
7309260896,0.0
7306353067,0.0
7316293139,0.0
7315280046,0.0
7303760091,0.0
7307757221,0.0
7316331402,0.0
7315372243,0.0
7306934793,0.0
7313766934,0.0
7304685353,0.0
7312266668,0.0
7316163770,0.0
7311503273,0.0
7316132355,0.0
7313487996,0.0
7314717222,0.0
7307901354,0.0
7308140630,0.0
7315848906,0.0
7311492373,0.0
7316685350,0.0
7316253193,0.0
7309047047,0.0
7316754888,0.0
7314385554,0.0
7316866015,0.0
7308204128,0.0
7306165567,0.0
7315169467,0.0
7316443636,0.0
7305958143,0.0
7315974678,0.0
7306097796,0.0
7306147948,0.0
7313892349,0.0
7314276604,0.0
7304756773,0.0
7311054822,0.0
7303150930,0.0
7311995940,0.0
7314635012,0.0
7312367076,0.0
7307168735,0.0
7314751787,0.0
7315517695,0.0
7302896299,0.0
7307916384,0.0
7313282403,0.0
7311574900,0.0
7315604802,0.0
7301752078,0.0
7315137150,0.0
7311070128,0.0
7309322352,0.0
7316647677,0.0
7304160324,0.0
7310798692,0.0
7314283237,0.0
7311480976,0.0
7316183517,0.0
7305607536,0.0
7311739744,0.0
7313728318,0.0
7304123568,0.0
7316295278,0.0
7304234871,0.0
7315961566,0.0
7306165470,0.0
7305192142,0.0
7316816494,0.0
7314190034,0.0
7306100079,0.0
7312925771,0.0
7303362467,0.0
7316256224,0.0
7309291092,0.0
7305217960,0.0
7316662112,0.0
7312291820,0.0
7311313565,0.0
7303593819,0.0
7315307841,0.0
7311402729,0.0
7315217737,0.0
